"PLOT","lat_fuzzed","lon_fuzzed","elev_fuzzed","tc3","forind","tc3for","annpre","anntmp","smrtp","ndvi","totvol","psmevol","tshevol","totbiom","numtree","cover"
8162,45.05698,-122.822156,100,-2003,0,0,701,1180,334,0.773882329463959,0,0,0,0,0,0
8163,45.004863,-122.61323,1100,-488,1,-488,732,1038,281,0.820218741893768,347.90710979,212.06927606,32.35059263,196.69209936,104.09640868,73.66666667
8165,45.036528,-122.494805,700,-322,1,-322,738,1070,283,0.754544854164124,145.9696637,143.40070406,0,89.508633927,193.32190183,59.66666667
8166,45.056916,-122.401672,2300,-123,1,-123,772,890,231,0.371843665838242,0,0,0,0,0,83.55555556
8167,45.055922,-122.339134,2900,-734,1,-734,787,789,216,0.774656355381012,106.6537519,97.773724173,5.091321473,74.555719569,401.51471918,77.55555556
8168,45.012788,-122.197903,3700,-55,1,-55,793,694,212,0.741548776626587,635.3670467,292.5770612,303.72692207,397.02407714,659.20174613,79.44444444
8169,45.011392,-122.129003,4100,-168,1,-168,777,646,202,0.773347973823547,973.17661214,458.92644552,198.63324893,604.25805071,929.29064129,82.66666667
8170,45.010741,-122.057378,1500,-192,1,-192,748,919,268,0.616238713264465,564.13374361,265.1287386,126.65927019,340.03408961,245.28515875,67
8171,45.06369,-121.99108,2900,-157,1,-157,744,829,250,0.718077003955841,335.35322206,243.04001906,92.313202998,222.84069877,795.56566479,75.77777778
8172,45.059378,-121.924159,3500,-158,1,-158,743,762,243,0.780795395374298,40.977535155,40.309577773,0,42.102644105,299.88735782,83.66666667
8238,45.056783,-124.005816,900,-359,1,-359,777,1049,237,0.826739013195038,795.1971295,0,534.32903524,455.79978483,391.58189829,84.88888889
8239,45.061654,-123.935854,900,-163,1,-163,785,1007,233,0.693228304386139,1201.7611397,49.289042458,493.2652562,647.45233229,344.33020956,78.88888889
8240,45.055079,-123.860932,1300,-206,1,-206,801,973,232,0.756808996200562,696.43084645,36.640971624,601.44610785,419.73763502,877.38401599,80.66666667
8242,45.352899,-123.37998,900,-196,1,-196,773,1036,262,0.805476188659668,384.65578172,327.09676855,33.923518294,250.59777686,936.86767809,85.66666667
8243,45.059413,-123.657301,500,-567,0,0,748,1104,298,0.78541487455368,201.94251695,7.4652620448,0,176.40029211,639.44936758,59.66666667
8244,45.049577,-123.587435,300,-1746,0,0,722,1142,329,0.648761868476868,8.4320225861,7.4874875674,0,10.054620166,148.70915525,17.55555556
8245,45.056699,-123.514379,500,-347,1,-347,721,1132,329,0.733231365680695,682.6067832,503.51667697,0,451.72729694,431.19991862,83.22222222
8246,45.051955,-123.441062,300,-830,0,0,713,1146,337,0.744178593158722,0,0,0,5.7164692672,0,47.33333333
8247,45.081091,-123.357059,300,-958,0,0,709,1172,344,0.809966325759888,0,0,0,0,0,0
8248,45.107398,-123.309211,100,-2498,0,0,706,1173,344,0.794279396533966,0,0,0,0,0,0
8249,45.045093,-123.175206,500,-330,1,-330,708,1148,324,0.789260387420654,127.03470556,123.93604578,0,104.58722701,921.99676256,77.55555556
8250,45.056597,-123.100982,300,-1178,0,0,702,1153,331,0.760540425777435,93.804365859,93.804365859,0,58.044230047,74.354577626,19.33333333
8251,45.061444,-123.032898,100,-326,1,-326,695,1182,339,0.764144778251648,645.65200368,496.64957268,0,420.32362112,317.11405744,69.55555556
8252,45.063024,-122.95618,100,-259,0,0,697,1176,336,0.235321342945099,0,0,0,0,0,0
8253,45.089675,-122.916994,100,-2446,0,0,697,1178,337,0.654964685440063,0,0,0,0,0,0
8254,45.109014,-122.813477,100,-2033,1,-2033,697,1185,338,0.834704220294952,0,0,0,0,0,0
8255,45.050734,-122.746666,300,-1780,0,0,704,1170,326,0.782846987247467,0,0,0,0,0,0
8256,45.056503,-122.681692,300,-699,0,0,705,1164,323,0.645046949386597,0,0,0,0,0,0
8257,45.0524,-122.609912,900,-1185,0,0,721,1082,296,0.609422385692596,35.539887318,0.7918345618,0,22.581571982,44.612746576,35.33333333
8258,45.052794,-122.537027,1500,-1405,0,0,740,994,266,0.801231384277344,7.7688012868,0,0,5.2205745508,44.612746576,39.22222222
8259,45.05031,-122.467127,1100,-169,1,-169,738,1037,275,0.718148589134216,510.90982191,370.28513151,75.461402919,303.06505935,505.61112786,74.44444444
8260,45.104055,-122.409492,1900,-231,1,-231,757,955,247,0.758489310741425,468.28913997,468.28913997,0,276.97396087,371.77288813,79.66666667
8261,45.054517,-122.27386,3100,-94,1,-94,797,812,227,0.808320641517639,152.5456505,53.738061802,69.460989356,96.048166294,475.86929681,85.44444444
8262,45.06193,-122.199248,2500,-356,1,-356,778,849,237,0.7437464594841,679.23268937,193.31148974,465.82779992,429.22472145,341.86116224,72.44444444
8263,45.059291,-122.123245,3700,-686,1,-686,774,731,222,0.723046779632568,656.0087423,577.17724567,56.175030132,399.12573736,356.67544616,72.66666667
8264,45.060818,-122.059501,1500,-90,1,-90,745,955,271,0.743257522583008,531.58873401,531.1859261,0.4028079088,315.73100232,579.96570548,84.55555556
8265,45.086744,-122.025249,1900,-291,1,-291,746,915,264,0.800996661186218,591.46439315,326.45093856,80.13843484,345.44256986,456.00365503,85.11111111
8267,45.065368,-121.850831,2900,-248,1,-248,739,739,248,0.746146023273468,492.39072886,399.26841957,91.298409557,292.40367406,262.6817532,75.88888889
8268,45.059197,-121.782002,3500,-123,1,-123,733,662,240,0.731209754943848,905.11748851,117.39469382,592.20141101,544.84565895,460.99838128,79.55555556
8335,45.100932,-123.935351,900,-200,1,-200,795,1017,236,0.741296291351318,86.043274866,1.5840022118,10.507047987,57.08067387,817.90035388,74.11111111
8336,45.109717,-123.861143,500,-253,1,-253,786,1037,241,0.796245634555817,91.126384518,71.431855043,1.0056173069,65.173612866,475.86929681,81.33333333
8337,45.100117,-123.793624,500,-616,0,0,787,1053,250,0.769520103931427,49.351210648,49.351210648,0,34.927644278,118.9673242,72.11111111
8338,45.104305,-123.654066,500,-131,1,-131,745,1085,297,0.821354925632477,414.27681741,352.3325819,0,252.15597297,803.02943836,86.66666667
8339,45.155531,-123.438233,900,-1643,1,-1643,742,1061,308,0.720587193965912,0,0,0,0,0,57.55555556
8340,45.104774,-123.518928,500,-2994,0,0,718,1139,334,0.7246915102005,0,0,0,0,0,0
8341,45.104771,-123.445154,500,-2674,0,0,716,1145,337,0.639417767524719,0,0,0,0,0,0
8342,45.253724,-123.240204,500,-1539,0,0,718,1139,333,0.663216471672058,0,0,0,0,0,2.777777778
8343,45.127419,-123.321946,300,-2361,0,0,714,1168,340,0.307411223649979,0,0,0,0,0,0
8344,45.203163,-123.169095,100,-2681,0,0,700,1171,343,0.842645823955536,0,0,0,0,0,0
8345,45.102378,-123.170894,300,-1481,0,0,706,1161,335,0.698003590106964,52.310466305,52.310466305,0,32.892522021,4.9380946379,25.33333333
8346,45.110343,-123.105208,100,-1409,0,0,699,1170,342,0.825681328773499,0,0,0,0,0,0
8347,45.10604,-123.029237,100,-486,0,0,694,1182,342,0.806151270866394,478.80853216,0,0,299.9478365,250.22325339,70.44444444
8348,45.105901,-122.959554,100,-2262,0,0,696,1178,339,0.863255202770233,0,0,0,0,0,0
8349,45.104819,-122.899342,100,-1229,0,0,697,1178,337,0.478187888860703,0,0,0,0,0,0
8350,45.104101,-122.757184,100,-1192,0,0,699,1185,334,0.638262093067169,0,0,0,0,0,0
8351,45.106798,-122.675959,300,-1221,0,0,699,1186,332,0.454124927520752,0,0,0,0,0,0
8352,45.099228,-122.607242,500,-2078,0,0,703,1173,324,0.706000745296478,0,0,0,0,0,7.666666667
8353,45.102301,-122.536144,700,-822,0,0,713,1130,307,0.685037016868591,60.688103007,60.688103007,0,36.10746901,32.210878369,48.55555556
8354,45.113081,-122.515729,700,-644,1,-644,718,1131,304,0.798896193504333,131.62375143,106.57661837,0,93.003351503,240.40369572,67.22222222
8355,45.12875,-122.444194,1300,-560,1,-560,736,1007,271,0.498802244663239,0,0,0,0,0,29.33333333
8356,45.108155,-122.3322,700,-1036,1,-1036,785,829,217,0.642089605331421,105.4620502,59.73582817,11.399852449,66.874471758,210.66186467,44.11111111
8357,45.111091,-122.270753,3100,-371,1,-371,801,746,206,0.764190316200256,172.86414952,43.681497954,103.26234897,125.44008847,877.38401599,79.22222222
8358,45.112991,-122.198381,4100,-111,1,-111,785,727,216,0.718824684619904,771.49764593,264.40921521,171.0028317,468.44431521,669.13456702,80.33333333
8359,45.117464,-122.127147,4100,-101,1,-101,776,706,215,0.773586511611938,85.704312908,14.599900703,11.449419828,63.414146686,654.32028311,82.22222222
8360,45.110553,-122.059573,1500,-242,1,-242,746,944,267,0.82948637008667,134.76362937,79.599116546,31.391797458,91.678535764,319.69636799,85.22222222
8361,45.106865,-121.988387,4700,-68,1,-68,769,551,182,0.708151638507843,563.17157534,102.43751623,0,338.43513337,696.40735075,81.33333333
8362,45.086459,-121.876978,2700,-635,1,-635,743,754,245,0.841249048709869,58.8934452,56.526557589,0,44.348443889,374.24193545,77.44444444
8363,45.083884,-121.816534,3700,-79,1,-79,734,690,241,0.702836453914642,659.84535339,253.83230657,192.48727774,409.08659357,636.92368865,80.88888889
8364,45.108034,-121.780493,3300,-145,1,-145,727,625,234,0.686599969863892,1094.2001057,386.38723337,707.81287236,690.72913551,274.85709496,77.22222222
8365,45.105634,-121.718386,3500,-471,1,-471,726,585,225,0.758732080459595,176.16700955,10.894532581,121.2290862,105.8914606,371.77288813,79.88888889
8429,45.156759,-123.934432,100,-590,1,-590,761,1080,242,0.70948052406311,27.312686524,12.533718348,10.775584347,20.571839096,237.9346484,67.44444444
8430,45.142264,-123.869849,900,-327,1,-327,801,1028,241,0.816235840320587,121.24539067,77.348408315,0,86.395541152,520.48204338,84.77777778
8431,45.128592,-123.712647,900,-287,1,-287,777,1008,260,0.788301706314087,300.34999487,178.37609216,19.257815643,194.10657133,594.83662101,85.66666667
8432,45.152934,-123.661567,900,-312,1,-312,757,1032,282,0.772012591362,1095.4405691,969.22841763,0,646.21308687,217.95574341,79.11111111
8433,45.155889,-123.592163,900,-412,1,-412,751,1060,302,0.765041708946228,616.73899508,529.79214197,0,356.71614922,69.246588154,83.33333333
8434,45.151167,-123.521206,900,-164,1,-164,736,1097,317,0.816236913204193,135.25395056,126.11221499,0,126.22899086,817.90035388,83.22222222
8435,45.104348,-123.588326,900,-729,1,-729,742,1080,309,0.74363124370575,121.18278696,0,0,93.46146067,29.74183105,44.44444444
8436,45.135082,-123.264913,100,-745,0,0,703,1174,347,0.808439970016479,501.26650642,0,0,330.79843822,349.43819904,39.33333333
8437,45.159854,-123.171028,100,-1443,0,0,695,1172,348,0.620843350887299,0,0,0,0,0,0
8438,45.153955,-123.096548,100,-2365,0,0,693,1175,349,0.709914028644562,0,0,0,0,0,0
8439,45.152183,-123.028892,100,-528,1,-528,693,1179,346,0.804483950138092,198.68710351,0,0,105.75384212,81.761719583,71.33333333
8440,45.152828,-122.961416,100,-2246,0,0,695,1178,341,0.7282595038414,0,0,0,0,0,0
8441,45.160257,-122.916917,100,-1168,0,0,696,1177,339,0.420149266719818,0,0,0,0,0,0
8442,45.147551,-122.819419,100,-1607,0,0,696,1187,339,0.392162293195724,0,0,0,0,0,0
8443,45.157281,-122.760215,100,-2712,0,0,695,1187,338,0.817783415317535,0,0,0,0,0,0
8444,45.159797,-122.681282,300,-878,0,0,698,1188,334,0.806611955165863,0,0,0,0,0,17.44444444
8445,45.151541,-122.60575,300,-2394,0,0,700,1183,328,0.798335075378418,0,0,0,0,0,0
8447,45.152685,-122.466466,700,-1406,1,-1406,715,1149,312,0.678929924964905,40.931973422,35.465940082,0,33.530633698,327.16014155,37.33333333
8448,45.119192,-122.368612,1900,-168,1,-168,767,935,240,0.826026737689972,198.49737062,118.37091937,61.280264664,137.40970174,475.86929681,85.88888889
8449,45.137764,-122.306863,3500,-31,1,-31,795,732,201,0.670994341373444,399.62078442,55.282818996,57.462505637,220.24269342,282.54739498,80.66666667
8450,45.137918,-122.223366,3500,-314,1,-314,786,752,214,0.717916309833527,147.22064269,36.71936607,26.204784229,97.73106022,416.3856347,53.11111111
8451,45.136703,-122.162285,1500,-563,1,-563,751,959,263,0.789887845516205,412.2639562,316.50930164,53.31252225,248.74635639,299.7740946,69.22222222
8453,45.160167,-122.067917,3500,-288,1,-288,760,744,229,0.668983101844788,720.02868441,332.91134592,387.11733849,442.84330781,272.61457409,75.33333333
8454,45.109527,-121.911903,2700,-218,1,-218,745,765,248,0.711749017238617,428.94476267,123.10543688,115.13258531,255.85861444,379.12339847,77.33333333
8455,45.111576,-121.85195,3700,-166,1,-166,742,693,235,0.738055169582367,1214.1404368,433.91154447,503.4174698,738.93801622,498.03409106,79.44444444
8456,45.127733,-121.786609,3300,-89,1,-89,729,620,230,0.757566034793854,398.33880255,214.3711976,183.96760496,247.23119855,401.51471918,83.66666667
8521,45.174158,-123.96694,100,-1622,0,0,747,1063,230,0.610166907310486,0,0,0,0,0,7.666666667
8522,45.500023,-123.870175,100,-229,1,-229,758,1112,247,0.743516027927399,0,0,0,0,0,77.88888889
8523,45.161016,-123.79957,700,-86,1,-86,793,1042,244,0.761824309825897,625.68077958,625.68077958,0,361.25387323,225.47614859,72.44444444
8524,45.15001,-123.730621,1700,-428,1,-428,803,919,226,0.834577620029449,160.02064031,134.21908299,0,102.97711558,193.32190183,73.33333333
8525,45.181552,-123.700477,1500,-447,1,-447,803,934,236,0.773944914340973,1047.4355798,863.262041,0,610.19534275,118.74079776,82.77777778
8526,45.187049,-123.633066,1500,-292,1,-292,768,1009,275,0.763433575630188,873.29047827,857.65789254,15.632585732,503.09050983,299.83072621,79.88888889
8527,45.185078,-123.549569,1500,-594,1,-594,762,1028,291,0.807107985019684,395.44175745,395.44175745,0,237.75776231,317.22732067,71.33333333
8528,45.20323,-123.519783,1500,-121,1,-121,764,1027,290,0.803744077682495,1128.791591,1128.791591,0,636.66050179,299.88735782,87.22222222
8530,45.157647,-123.305246,700,-2278,0,0,721,1138,328,0.671479284763336,0,0,0,0,0,0
8531,45.153306,-123.238548,100,-2139,0,0,699,1170,347,0.842243015766144,0,0,0,0,0,0
8532,45.104142,-123.241064,100,-1677,0,0,692,1173,352,0.674887716770172,0,0,0,0,0,9.777777778
8533,45.19813,-123.102314,100,-1223,0,0,689,1175,351,0.824321389198303,0,0,0,0,0,0
8534,45.202744,-123.031884,100,-711,0,0,691,1178,348,0.77366030216217,127.56080527,0,0,73.677313071,47.081793894,22.66666667
8535,45.153257,-122.888418,100,-876,0,0,696,1179,339,0.392186045646667,0,0,0,0,0,0
8536,45.180057,-122.778829,100,-2499,0,0,694,1188,339,0.482528924942017,0,0,0,0,0,0
8537,45.175569,-122.711827,100,-1523,0,0,695,1188,337,0.540655970573425,0,0,0,0,0,0
8538,45.203003,-122.686758,100,-1681,0,0,697,1188,334,0.787289917469025,0,0,0,0,0,0
8539,45.201506,-122.612586,300,-1118,0,0,699,1194,334,0.714738845825195,0,0,0,0,0,0
8540,45.150861,-122.407265,900,-119,1,-119,735,1071,281,0.757585227489471,652.17178168,652.17178168,0,374.47135266,332.09823619,71.66666667
8541,45.154578,-122.333808,2100,-105,1,-105,772,905,231,0.785102128982544,468.08289108,157.34585679,271.21110436,315.78778241,1070.7059178,86.88888889
8542,45.158976,-122.261732,2900,-88,1,-88,764,809,219,0.772012591362,717.97121149,408.85206242,240.94039418,438.41364713,346.85588849,84.88888889
8543,45.160976,-122.20183,1900,-214,1,-214,763,895,238,0.680841147899628,671.049537,59.243541167,451.14134582,409.38733662,319.63973637,75.77777778
8544,45.183081,-122.127671,2700,-134,1,-134,759,821,227,0.764254927635193,870.21500006,617.14757512,253.06742494,509.63557816,299.88735782,82.55555556
8545,45.158923,-121.993623,3500,-115,1,-115,764,711,222,0.730383813381195,521.61345775,70.373318196,93.384917443,309.40315557,988.88756662,81
8546,45.160205,-121.920277,4300,-105,1,-105,754,618,213,0.762401401996613,301.14150055,54.021603126,74.370897422,193.43963561,1011.2222557,83.11111111
8547,45.155635,-121.84702,4500,-357,1,-357,753,562,203,0.712156653404236,478.47141299,14.720511854,0,273.31541148,423.79277666,70.55555556
8548,45.156828,-121.780851,3500,-254,1,-254,733,623,227,0.727558374404907,553.46860953,136.06237204,318.26982173,336.66545924,215.59995931,76.55555556
8613,45.237707,-123.98077,100,-434,0,0,756,1106,240,0.475391358137131,0,0,0,0,0,46
8614,45.203375,-123.873529,700,-292,1,-292,780,1033,247,0.817346572875977,493.1110359,22.767816032,269.68869679,302.15361694,899.66207347,88.11111111
8615,45.210687,-123.799488,1100,-566,1,-566,806,960,230,0.826610207557678,229.72121979,0,0,135.68909305,118.9673242,80.11111111
8616,45.204711,-123.735115,2100,-537,1,-537,829,854,210,0.802509367465973,228.83776855,224.11459108,1.6847720909,135.22309234,138.77633436,81.77777778
8617,45.215993,-123.657916,1500,-282,1,-282,781,965,251,0.74990326166153,440.94699213,440.94699213,0,258.27449121,151.12157096,80.44444444
8618,45.192656,-123.603352,1100,-237,1,-237,773,1045,284,0.80812406539917,266.72342185,266.72342185,0,172.96007276,698.93302968,86.44444444
8619,45.236382,-123.535487,2100,-296,1,-296,784,954,263,0.722142457962036,393.43098415,249.90552573,124.35039305,240.13053007,175.86867576,81.44444444
8620,45.198831,-123.442282,1500,-1615,1,-1615,763,1031,295,0.627058804035187,0,0,0,0,0,41.44444444
8621,45.207927,-123.383701,700,-466,1,-466,743,1099,315,0.79666656255722,273.82335478,125.38120108,0,210.54614313,265.15080052,82.22222222
8622,45.203058,-123.309398,700,-471,1,-471,740,1096,316,0.749401569366455,420.17526273,346.0282805,0,259.60733743,351.90724635,74.66666667
8623,45.205411,-123.232323,100,-2262,0,0,716,1165,338,0.771141648292542,0,0,0,0,0,0
8624,45.220215,-123.140602,100,-517,0,0,691,1174,354,0.790171980857849,61.79585546,41.122743133,0,37.695976899,34.679925688,65.11111111
8625,45.233533,-123.079637,100,-847,0,0,693,1176,350,0.716071844100952,0,0,0,0,0,0
8626,45.197653,-122.954179,100,-1472,0,0,694,1175,342,0.790532946586609,0,0,0,0,0,0
8627,45.203113,-122.894241,100,-1042,0,0,694,1184,341,0.303181320428848,0,0,0,0,0,5.111111111
8628,45.198642,-122.817615,100,-1009,0,0,695,1188,339,0.776091754436493,0,0,0,0,0,32.11111111
8630,45.225614,-122.699715,100,-1443,0,0,695,1192,337,0.659689426422119,0,0,0,0,0,0
8631,45.227978,-122.636622,100,-654,0,0,699,1201,336,0.793780863285065,135.07545104,0,0,69.80622578,54.488935851,60.77777778
8632,45.402459,-122.472359,100,-1317,1,-1317,702,1188,330,0.675407707691193,0,0,0,0,0,39.77777778
8633,45.207389,-122.476357,900,-1680,0,0,721,1107,298,0.506926536560059,0,0,0,0,0,11.33333333
8634,45.209834,-122.399101,1100,-1476,0,0,733,1062,280,0.515219748020172,0,0,0,0,0,15.88888889
8635,45.202858,-122.322243,1100,-727,1,-727,736,1040,273,0.845898687839508,72.277649451,0,12.097469829,43.860453204,267.67647945,81.77777778
8636,45.202278,-122.273446,1500,-257,1,-257,744,986,259,0.74892258644104,184.26121851,179.7136791,4.5475394076,123.80376498,743.54577626,84.44444444
8637,45.206735,-122.195879,1900,-224,1,-224,747,933,247,0.760260999202728,600.76544933,383.40361607,4.5570684214,333.83552985,416.3856347,82.22222222
8638,45.205124,-122.057276,4100,-149,1,-149,782,626,196,0.750143587589264,470.38530278,55.086914784,105.259209,272.75281369,520.48204338,83.44444444
8639,45.205078,-121.996056,3700,-858,1,-858,773,697,218,0.644634306430817,106.69486415,102.51307102,0,68.719979069,106.565456,49.55555556
8640,45.208184,-121.920272,4100,-177,1,-177,763,638,210,0.729735970497131,623.2500369,257.82857811,107.90413925,366.77120067,408.92186114,79.77777778
8641,45.206505,-121.849786,3100,-163,1,-163,744,714,238,0.780090749263763,47.875441425,47.875441425,0,43.238339702,505.61112786,71.66666667
8642,45.20624,-121.776803,3900,-535,1,-535,739,618,217,0.718659102916718,331.1969012,199.83759658,2.1888956211,194.76686596,520.48204338,71.33333333
8643,45.227601,-121.748563,3700,-308,1,-308,734,614,221,0.79847115278244,652.51846205,82.633544394,222.50652722,373.04887641,527.83255373,82.33333333
8708,45.23231,-123.908687,900,-599,1,-599,782,1018,241,0.808896005153656,334.97194851,155.53291434,0,205.18224925,89.16886154,72.33333333
8709,45.230408,-123.836058,500,-527,1,-527,781,1044,247,0.826488494873047,104.22905121,71.917217668,0,60.70966056,7.4071419569,80.33333333
8710,45.238604,-123.768817,1700,-324,1,-324,822,915,219,0.776282906532288,537.53448167,129.12896877,55.797278815,308.00164704,61.896077808,77.88888889
8711,45.260683,-123.734931,900,-364,1,-364,792,1015,244,0.761824369430542,210.71563436,125.51743341,0,131.27191009,56.95798317,82.44444444
8712,45.25563,-123.650994,700,-221,1,-221,792,1034,251,0.772111654281616,802.08190276,802.08190276,0,457.27197139,232.88329054,85.44444444
8713,45.262325,-123.589991,700,-274,1,-274,795,1065,273,0.816242456436157,772.08490849,744.21123228,0,451.20807569,136.13739221,85.66666667
8714,45.260174,-123.454241,1700,-718,1,-718,780,961,270,0.80210018157959,178.86165689,174.17719554,2.4298349397,131.13233274,344.5001044,59.11111111
8715,45.257353,-123.370498,1900,-173,1,-173,773,966,278,0.835147678852081,591.7119383,587.29072349,0,349.68621794,356.9019726,86.33333333
8716,45.248568,-123.303464,1300,-778,1,-778,755,1032,296,0.748027682304382,0,0,0,0.8735890591,0,71.77777778
8717,45.107418,-123.385405,300,-1404,1,-1404,729,1155,330,0.697075963020325,37.397856264,0,0,30.469722273,17.339962844,28.11111111
8718,45.261637,-123.169191,100,-1995,0,0,701,1174,350,0.821703016757965,0,0,0,0,0,0
8719,45.254851,-123.10016,300,-2220,0,0,698,1168,346,0.688879251480103,0,0,0,0,0,0
8720,45.252208,-123.030599,100,-1974,0,0,697,1176,344,0.792314171791077,0,0,0,0,0,0
8721,44.810922,-122.824902,100,-1553,0,0,691,1187,348,0.341793715953827,0,0,0,0,0,3.666666667
8722,45.254582,-122.882828,100,-1378,0,0,696,1195,342,0.696799278259277,34.0405598,0,0,17.815276483,14.870915525,16.44444444
8723,45.253491,-122.824768,100,-609,1,-609,695,1189,338,0.746400654315948,291.38487472,119.81919724,0,194.00769001,121.37973991,58.11111111
8724,45.252341,-122.753073,100,-977,0,0,694,1197,340,0.598430275917053,0,0,0,0,0,0
8725,45.258937,-122.673361,100,-1012,0,0,696,1195,336,0.357674866914749,0,0,0,0,0,0
8726,45.242762,-122.560739,500,-1059,0,0,705,1177,325,0.798942267894745,33.905960637,33.138586362,0,26.575507541,252.80556393,29.88888889
8727,45.24956,-122.46812,900,-1264,1,-1264,722,1124,300,0.704539597034454,0,0,0,0,0,55.11111111
8728,45.25664,-122.408981,1100,-1392,1,-1392,734,1085,283,0.597192943096161,0,0,0,0,0,13.77777778
8729,45.254537,-122.334627,1100,-507,1,-507,733,1071,280,0.677086472511292,267.10527443,1.2868105925,0,149.70669714,508.02354356,63.22222222
8730,45.259676,-122.262848,1100,-1059,1,-1059,734,1057,277,0.741532146930695,16.902866639,16.902866639,0,11.44892015,2.469047319,47
8731,45.25267,-122.193409,1700,-225,1,-225,739,969,258,0.670181512832642,36.221917684,36.221917684,0,21.608975414,4.9380946379,63.55555556
8732,45.247994,-122.128053,2700,-494,1,-494,781,801,214,0.732893347740173,257.41923321,95.484294487,84.172847654,202.25120917,1293.7696507,83.44444444
8733,45.26311,-122.055946,3300,-420,1,-420,794,699,208,0.776190459728241,991.63167127,335.3205193,166.7236541,550.64628095,185.68823342,81.88888889
8734,45.254427,-121.990228,3500,-274,1,-274,779,694,212,0.776174962520599,522.96367109,522.96367109,0,321.95719187,401.51471918,85.22222222
8735,45.257418,-121.922614,2300,-157,1,-157,758,834,244,0.711566627025604,490.53040398,476.93233492,11.668052773,313.84194471,1204.5441575,83.88888889
8736,45.251285,-121.845071,4500,-399,1,-399,763,591,201,0.727939307689667,68.837792946,48.29208449,0.4547944924,54.729609162,460.99838128,74.55555556
8737,45.254693,-121.779063,4900,-17,1,-17,758,542,193,0.759961366653442,522.84198168,0,50.660159955,329.81943347,1469.6949581,80.66666667
8802,45.260327,-123.942426,300,-181,1,-181,778,1088,246,0.701474905014038,381.587852,16.368647011,2.5162032866,191.53402166,113.91596634,78
8803,45.261047,-123.864153,700,-277,1,-277,780,1039,246,0.821489632129669,477.50281883,352.24538666,2.0176883531,283.92572721,190.7962229,85.22222222
8804,45.287218,-123.808316,500,-151,1,-151,775,1039,245,0.809724628925323,131.29067753,115.20364555,0,111.79875227,684.06211416,87.66666667
8805,45.312272,-123.723402,500,-340,1,-340,798,1029,243,0.732225120067596,903.22064185,579.43342373,0,532.42279258,292.42358425,82.33333333
8806,45.299282,-123.662781,1300,-210,1,-210,806,956,230,0.813613474369049,370.9974334,251.81176882,59.018613934,224.9291834,713.80394521,87
8807,45.258412,-123.520986,2300,-223,1,-223,787,901,255,0.734814465045929,826.99800406,826.22593497,0,481.50835173,111.27702419,79.33333333
8808,45.283361,-123.436078,2300,-38,1,-38,788,889,257,0.811898171901703,331.21803271,328.32937085,2.8886618612,212.3796765,743.54577626,85.77777778
8809,45.305961,-123.373187,1700,-125,1,-125,768,981,284,0.729735970497131,945.06535197,945.06535197,0,537.37718628,208.02292252,79.55555556
8810,45.296916,-123.309767,500,-310,1,-310,733,1130,326,0.752082169055939,464.89255376,463.08425947,0,293.81575313,713.80394521,81.77777778
8811,45.321286,-123.223889,300,-1017,1,-1017,716,1164,338,0.692289650440216,43.38022959,1.6868544177,0,32.345846114,19.809010163,21.77777778
8814,45.288803,-122.921945,300,-1542,0,0,697,1183,339,0.625996887683868,0,0,0,0,0,0
8815,45.304214,-122.819164,300,-1921,0,0,697,1189,338,0.375040233135223,0,0,0,0,0,0
8816,45.305727,-122.752293,100,-718,0,0,697,1196,338,0.494787395000458,0,0,0,0,0,5.888888889
8818,45.258202,-122.611168,300,-1308,1,-1308,702,1193,333,0.785484254360199,7.5250866139,0,0,3.9800480757,2.469047319,10.88888889
8819,45.258244,-122.544421,700,-622,1,-622,708,1166,319,0.773735344409943,368.39212733,368.39212733,0,227.60624983,173.45626005,74.66666667
8820,45.303546,-122.472985,500,-410,1,-410,717,1150,310,0.719932854175568,143.64318965,143.64318965,0,95.266699607,431.25655023,71.77777778
8821,45.305694,-122.408281,700,-1292,0,0,716,1134,306,0.437648177146912,0,0,0,0,0,8
8822,45.306347,-122.323549,500,-1882,0,0,721,1145,306,0.713857412338257,0,0,0,0,0,11.11111111
8823,45.298802,-122.267941,900,-678,1,-678,732,1095,286,0.826488494873047,135.68585293,108.57133992,0,161.47041443,490.74021233,85.55555556
8824,45.255022,-122.127805,2700,-158,1,-158,775,813,217,0.729735970497131,372.22783537,172.60003473,149.9792225,230.42151346,398.98904025,62.22222222
8825,45.258721,-122.094152,3100,-199,1,-199,796,746,208,0.75300544500351,1331.3086395,1285.698046,9.8137506456,759.28543198,277.38277389,83.55555556
8826,45.266647,-122.014422,3700,-132,1,-132,788,699,207,0.77521014213562,813.0785488,793.40475585,13.53180138,500.617322,669.19119863,87.33333333
8827,45.295827,-121.982351,2500,-271,1,-271,781,779,215,0.749523222446442,624.09145317,622.48994636,1.601506811,371.30962293,520.48204338,81.33333333
8828,45.275739,-121.878067,3300,-179,1,-179,762,728,225,0.694328010082245,1135.8438978,690.79463577,382.75925226,664.13553823,173.22973361,77.66666667
8829,45.303945,-121.845162,2300,-278,1,-278,765,779,234,0.749630093574524,391.66970816,290.41747874,48.733387863,251.93542809,817.90035388,81.55555556
8830,45.28413,-121.712126,3700,-121,1,-121,759,586,204,0.708706438541412,597.70444514,36.647987395,209.83105211,371.98561391,820.31276959,78.88888889
